Data_source,CAMHID,Site,SiteCode,Region,Year,Century,century_recode,d13C_whole_oto,d18O_whole_oto,d13C_juv,d18O_juv,d13C_adult,d18O_adult,Age_yr,Oto_section_diameter_mm,Estimated_fishlength_cm,VonB_fishlength_cm,VonB_residual,G_index,O18_Reynolds
GUD,536,BRV,BRV15-16,W,1410,15,15, , , , , , ,8,8.996340206,80.46697851,84.31,-0.480377687,0.954417964,3.76
GUD,537,BRV,BRV15-17,W,1410,15,15, , , , , , ,13,11.02984536,106.2951742,108.93,-0.20267891,0.975811752,3.76
GUD,538,BRV,BRV15-17,W,1410,15,15, , , , , , ,16,11.17967532,108.2724565,118.86,-0.661721468,0.910924251,3.76
GUD,539,BRV,BRV15-17,W,1410,15,15, , , , , , ,20,11.14487013,107.8122679,128.29,-1.023886607,0.840379358,3.76
GUD,540,BRV,BRV15-17,W,1410,15,15, , , , , , ,10,10.05881443,93.72223547,95.61,-0.188776453,0.980255574,3.76
GUD,541,BRV,BRV15-17,W,1410,15,15, , , , , , ,6,7.043195876,57.59930144,70.56,-2.160116427,0.81631663,3.76
GUD,542,BRV,BRV-2012,W, , , , , , , , , ,8,11.27224044,109.4988878,84.31,3.148610978,1.298765127,3.3
GUD,543,BRV,BRV-2012,W, , , , , , , , , ,5,7.678196721,64.80788224,62.6,0.441576448,1.035269684,3.3
GUD,544,BRV,BRV-2012,W, , , , , , , , , ,9,9.772677596,90.09947363,90.24,-0.015614041,0.998442749,3.3
GUD,545,BRV,BRV-2012,W, , , , , , , , , ,9,10.84677596,103.8925558,90.24,1.51695064,1.15129162,3.3
GUD,546,BRV,BRV-2012,W, , , , , , , , , ,11,10.2347541,95.96866665,100.49,-0.411030305,0.955007132,3.3
GUD,547,BRV,BRV-2012,W, , , , , , , , , ,5,8.091851852,69.62371262,62.6,1.404742525,1.112199882,3.3
GUD,548,BRV,BRV-2012,W, , , , , , , , , ,12,10.5098913,99.51003748,104.92,-0.45083021,0.948437262,3.3
GUD,549,BRV,BRV-2012,W, , , , , , , , , ,5,7.485380435,62.59503291,62.6,-0.000993418,0.999920653,3.3
GUD,550,BRV,BRV-2012,W,1621,17,17, , , , , , ,12,10.78402174,103.0723614,104.92,-0.15396988,0.982390025,3.87
GUD,551,BRV,BRV-2012,W,1621,17,17, , , , , , ,9,10.36,97.57647862,90.24,0.815164291,1.08129963,3.87
GUD,552,BRV,BRV-2012,W,1621,17,17, , , , , , ,7,10.68815217,101.8227227,77.77,3.436103242,1.30928022,3.87
GUD,553,BRV,BRV-2012,W,1621,17,17, , , , , , ,3,6.967826087,56.75898627,44.18,4.192995422,1.284721283,3.87
GUD,554,BRV,BRV-2012,W,1621,17,17, , , , , , ,12,10.22505435,95.84444766,104.92,-0.756296028,0.913500264,3.87
GUD,555,BRV,BRV-2012,W,1621,17,17, , , , , , ,7,8.501521739,74.4828294,77.77,-0.4695958,0.957732151,3.87
GUD,556,BRV,BRV-2012,W,1621,17,17, , , , , , ,5, , ,62.6, , ,3.87
GUD,557,BRV,BRV-2012,W,1621,17,17, , , , , , ,5, , ,62.6, , ,3.87
GUD,558,BRV,BRV-2012,W,1621,17,17, , , , , , ,5, , ,62.6, , ,3.87
GUD,559,BRV,BRV-2012,W,1621,17,17, , , , , , ,5,6.558307087,52.25179848,62.6,-2.069640303,0.834693267,3.87
GUD,560,BRV,BRV-2012,W,1554,16,16, , , , , , ,12, , ,104.92, , ,3.86
GUD,561,BRV,BRV-2012,W,1554,16,16, , , , , , ,17, , ,121.57, , ,3.86
GUD,562,BRV,BRV-2012,W,1554,16,16, , , , , , ,14, , ,112.56, , ,3.86
GUD,563,BRV,BRV-2012,W,1850,19,19, , , , , , ,10, , ,95.61, , ,3.8
GUD,564,BRV,BRV-2012,W,1850,19,19, , , , , , ,7, , ,77.77, , ,3.8
GUD,565,KOV,KOV-2012,W,1820,19,19, , , , , , ,11,10.51956284,99.63514631,100.49,-0.077713971,0.991493147,3.57
GUD,566,KOV,KOV-2012,W,1820,19,19, , , , , , ,11,10.50803191,99.48598966,100.49,-0.091273667,0.990008853,3.57
GUD,567,KOV,KOV-2012,W,1820,19,19, , , , , , ,13,9.95962766,92.46210861,108.93,-1.266760876,0.84882134,3.57
GUD,568,KOV,KOV-2012,W,1795,18,18, , , , , , ,12,12.25435583,122.7350263,104.92,1.484585526,1.169796286,3.93
GUD,569,KOV,KOV-2012,W,1795,18,18, , , , , , ,9,9.553006135,87.3443933,90.24,-0.321734078,0.96791216,3.93
GUD,570,KOV,KOV-2012,W,1795,18,18, , , , , , ,11,9.866809816,91.28704847,100.49,-0.836631958,0.90841923,3.93
GUD,571,KOV,KOV-2012,W,1795,18,18, , , , , , ,9,11.11521472,107.4205836,90.24,1.908953736,1.190387673,3.93
GUD,572,KOV,KOV-2012,W,1795,18,18, , , , , , ,12,10.81269939,103.4469607,104.92,-0.122753279,0.985960357,3.93
GUD,573,KOV,KOV-2012,W,1795,18,18, , , , , , ,12,9.726809816,89.52231718,104.92,-1.283140235,0.853243587,3.93
GUD,574,KOV,KOV-2012,W,1795,18,18, , , , , , ,10,10.16668712,95.0978843,95.61,-0.05121157,0.994643702,3.93
GUD,575,KOV,KOV-2012,W,1795,18,18, , , , , , ,14,10.68779141,101.8180279,112.56,-0.767283718,0.904566702,3.93
GUD,576,KOV,KOV-2012,W,1795,18,18, , , , , , ,9,9.398895706,85.42533009,90.24,-0.534963323,0.946645945,3.93
GUD,577,KOV,KOV-2012,W,1795,18,18, , , , , , ,3,6.372944785,50.24494417,44.18,2.021648056,1.137278048,3.93
GUD,578,KOV,KOV-2012,W,1795,18,18, , , , , , ,3,6.306625767,49.53207254,44.18,1.784024181,1.12114243,3.93
GUD,579,KOV,KOV-2012,W,1795,18,18, , , , , , ,11,9.177852761,82.69286497,100.49,-1.617921366,0.822896457,3.93
GUD,580,KOV,KOV-2012,W,1795,18,18, , , , , , ,10,8.943496933,79.82203069,95.61,-1.578796931,0.83487115,3.93
GUD,581,KOV,KOV-2012,W,1770,18,18, , , , , , ,16,10.18741294,95.36280489,118.86,-1.468574694,0.802312005,3.49
GUD,582,KOV,KOV-2012,W,1770,18,18, , , , , , ,14,11.64445714,114.4676077,112.56,0.13625769,1.016947474,3.49
GUD,583,KOV,KOV-2012,W,1770,18,18, , , , , , ,3,6.879714286,55.78081878,44.18,3.866939595,1.262580778,3.49
GUD,584,KOV,KOV-2012,W,1770,18,18, , , , , , ,9,8.931085714,79.67075464,90.24,-1.174360595,0.88287627,3.49
GUD,585,KOV,KOV-2012,W,1770,18,18, , , , , , ,5,6.076820513,47.08316943,62.6,-3.103366114,0.752127307,3.49
GUD,586,KOV,KOV-2012,W,1770,18,18, , , , , , ,5,8.008358974,68.64425249,62.6,1.208850497,1.096553554,3.49
GUD,587,KOV,KOV-2012,W,1744,18,18, , , , , , ,11,8.977282051,80.23421499,100.49,-1.841435001,0.798429844,3.44
GUD,588,KOV,KOV-2012,W,1744,18,18, , , , , , ,13,10.37738462,97.8002139,108.93,-0.856137393,0.897826254,3.44
GUD,589,KOV,KOV-2012,W,1744,18,18, , , , , , ,12,9.511641026,86.82817278,104.92,-1.507652268,0.827565505,3.44
GUD,590,KOV,KOV-2012,W,1744,18,18, , , , , , ,12,10.44897436,98.7229989,104.92,-0.516416758,0.940935941,3.44
GUD,591,KOV,KOV-2012,W,1744,18,18, , , , , , ,7,9.711538462,89.3303777,77.77,1.651482529,1.148648292,3.44
GUD,592,KOV,KOV-2012,W,1744,18,18, , , , , , ,9,9.509333333,86.79939784,90.24,-0.382289129,0.96187276,3.44
GUD,593,KOV,KOV-2012,W,1744,18,18, , , , , , ,13,9.392512821,85.3460939,108.93,-1.814146623,0.783494849,3.44
GUD,594,KOV,KOV-2012,W,1744,18,18, , , , , , ,14,9.504461538,86.73865912,112.56,-1.844381492,0.770599317,3.44
GUD,595,KOV,KOV-2012,W,1744,18,18, , , , , , ,11,10.01615385,93.17969034,100.49,-0.664573605,0.927253362,3.44
GUD,596,KOV,KOV-2012,W,1744,18,18, , , , , , ,13,10.92567568,104.9262373,108.93,-0.307981747,0.963244628,3.44
GUD,597,KOV,KOV-2012,W,1744,18,18, , , , , , ,5,7.108039216,58.32489461,62.6,-0.855021079,0.931707582,3.44
GUD,598,KOV,KOV-2012,W,1744,18,18, , , , , , ,13,10.45120603,98.75180222,108.93,-0.78293829,0.906562033,3.44
GUD,599,KOV,KOV-2012,W,1744,18,18, , , , , , ,5,6.620235849,52.92694951,62.6,-1.934610098,0.845478427,3.44
GUD,600,KOV,KOV-2012,W,1744,18,18, , , , , , ,10,9.096367925,81.69160484,95.61,-1.391839516,0.85442532,3.44
GUD,601,KOV,KOV-2012,W,1744,18,18, , , , , , ,11,11.60339286,113.9165491,100.49,1.220595372,1.133610798,3.44
GUD,602,KOV,KOV-2012,W,1744,18,18, , , , , , ,11,9.370714286,85.07563874,100.49,-1.401305569,0.846608008,3.44
GUD,603,KOV,KOV-2012,W,1710,18,18, , , , , , ,10,10.71083333,102.1179976,95.61,0.650799762,1.068068169,3.64
GUD,604,KOV,KOV-2012,W,1710,18,18, , , , , , ,15,10.42791667,98.45132628,115.87,-1.161244915,0.849670547,3.64
GUD,605,KOV,KOV-2012,W,1710,18,18, , , , , , ,12,11.10505952,107.2865431,104.92,0.197211922,1.022555691,3.64
GUD,606,KOV,KOV-2012,W,1710,18,18, , , , , , ,12,10.50178571,99.40521783,104.92,-0.459565181,0.947438218,3.64
GUD,607,KOV,KOV-2012,W,1710,18,18, , , , , , ,9,9.267797619,83.80186249,90.24,-0.715348612,0.928655391,3.64
GUD,608,KOV,KOV-2012,W,1710,18,18, , , , , , ,10,10.48309524,99.16362971,95.61,0.355362971,1.037167971,3.64
GUD,609,KOV,KOV-2012,W,1710,18,18, , , , , , ,13,11.49630952,112.4829131,108.93,0.273301009,1.03261648,3.64
GUD,610,KOV,KOV-2012,W,1710,18,18, , , , , , ,11,8.710606061,76.9962888,100.49,-2.135791927,0.766208467,3.64
GUD,611,KOV,KOV-2012,W,1710,18,18, , , , , , ,14,11.48546512,112.3379993,112.56,-0.01585719,0.998027713,3.64
GUD,612,KOV,KOV-2012,W,1710,18,18, , , , , , ,12,10.7447093,102.5594385,104.92,-0.196713456,0.97750132,3.64
SS,185,BRV,BRV12,W,1594,16,16, ,2.68, , ,-0.76,2.68,9,12.21754069,122.2316228,90.24,3.554624758,1.354517097,3.63
SS,186,BRV,BRV12,W,1850,19,19,-0.89,2.8,-2.77,2.17,-0.08,3.07,11,10.89728752,104.5540025,100.49,0.369454772,1.04044186,3.8
SS,187,BRV,BRV12,W,1850,19,19,-0.88,2.57,-2.86,1.77,-0.03,2.91,5,7.188155515,59.2247412,62.6,-0.67505176,0.946082128,3.8
SS,188,BRV,GUS13,W,1850,19,19,-0.27,2.74,-0.6,2.03,-0.13,3.05,8,9.346202532,84.77179552,84.31,0.05772444,1.005477352,3.8
SS,189,BRV,BRV15,W,1649,17,17,-0.87,2.4,-2.09,2.13,-0.34,2.51,5,7.45443038,62.24176101,62.6,-0.071647799,0.994277332,3.6
SS,190,BRV,BRV15,W,1637,17,17,-0.62,2.16,-1.67,1.83,-0.17,2.3,4,7.619620253,64.13345554,53.84,2.573363885,1.191186024,4.03
SS,191,BRV,BRV17,W,1890,19,19,-0.8,2.37,-1.16,2.06,-0.65,2.5,4,7.310669078,60.60788779,53.84,1.691971946,1.125703711,3.82
SS,192,BRV,BRV17,W,1890,19,19,-1.23,2.35,-3.37,2.01,-0.31,2.5,4,7.770433996,65.87368548,53.84,3.008421371,1.223508274,3.82
SS,193,BRV,BRV17,W,1890,19,19,-1.6,2.4,-3.17,2.14,-0.92,2.51,4,7.244394213,59.85859924,53.84,1.504649809,1.111786761,3.82
SS,194,BRV,BRV17,W,1890,19,19, , ,-1.69,2.2, , ,5,8.294936709,72.02153576,62.6,1.884307153,1.150503766,3.82
SS,195,BRV,BRV17,W,1890,19,19,-2.15, ,-3.05, ,-1.77,3.77,12,8.572603978,75.33481867,104.92,-2.465431777,0.718021528,3.82
SS,196,BRV,BRV17,W,1649,17,17,-0.62,2.63,-2.04,2.2,-0.01,2.82,7,8.474141049,74.15533915,77.77,-0.516380121,0.953521141,3.6
SS,197,BRV,BRV17,W,1649,17,17,-0.71,2.08,-1.74,2.11,-0.27,2.07,4,6.980560579,56.90073357,53.84,0.765183393,1.056848692,3.6
SS,198,BRV,BRV17,W,1649,17,17,-0.71,2.96,-1.8,2.31,-0.24,3.24,14,10.29285714,96.7136594,112.56,-1.131881471,0.859218722,3.6
SS,199,BRV,BRV17,W,1649,17,17,-0.56,2.33,-1.41,2.19,-0.2,2.39,5,7.522965642,63.02475937,62.6,0.084951874,1.006785293,3.6
SS,200,BRV,BRV17,W,1649,17,17,-0.28,2.7,-1.55,2.1,0.26,2.95,6,7.892314647,67.28913005,70.56,-0.545144992,0.953644133,3.6
SS,201,BRV,BRV17,W,1649,17,17,-0.33,2.46,-1.49,1.9,0.17,2.7,5,7.761663653,65.77214382,62.6,0.634428765,1.050673224,3.6
SS,202,BRV,BRV17,W,1529,16,16,-1.26,3.23,-1.53,2.31,-1.14,3.62,16,10.55090416,100.0408598,118.86,-1.176196266,0.841669693,3.68
SS,203,BRV,BRV17,W,1529,16,16,-2.29,3.08,-3.27,2.54,-1.87,3.31,18,10.51401447,99.56336863,124.03,-1.359257298,0.802736182,3.68
SS,204,BRV,BRV17,W,1529,16,16,-0.54,2.33,-0.88,2.09,-0.4,2.43,7,8.486075949,74.29804052,77.77,-0.495994212,0.955356057,3.68
SS,205,BRV,BRV17,W,1529,16,16,-1.03,3.16,-2.88,2.31,-0.23,3.53,10,10.45262206,98.77007956,95.61,0.316007956,1.033051768,3.68
SS,206,BRV,BRV17,W,1529,16,16,-1.43,3.07,-3.31,2.72,-0.62,3.22,12,10.58019892,100.4204795,104.92,-0.374960041,0.957114749,3.68
SS,207,BRV,BRV17,W,1529,16,16,-1.19,2.23,-2.13,1.64,-0.79,2.48,9,10.16980108,95.13767492,90.24,0.544186102,1.05427388,3.68
SS,208,BRV,BRV17,W,1529,16,16,-1.4,3.06,-2.36,2.51,-0.99,3.3,12,10.09285714,94.15578564,104.92,-0.897017863,0.897405506,3.68
SS,209,BRV,BRV17,W,1529,16,16,-0.6,2.44,-1.39,2,-0.26,2.63,10,10.89710669,104.5516325,95.61,0.894163251,1.093521938,3.68
SS,210,BRV,BRV17,W,1529,16,16,-0.17,2.62,-0.78,2.38,0.09,2.72,7,7.427305606,61.93259287,77.77,-2.262486732,0.79635583,3.68
SS,211,BRV,BRV17,W,1529,16,16,-0.87,2.51,-1.85,2.36,-0.45,2.57, ,0, , , , ,3.68
SS,212,BRV,BRV17,W,1410,15,15,-1.41,2.65,-2.54,2.07,-0.92,2.9,13,11.06943942,106.8167409,108.93,-0.162558395,0.980599843,3.76
SS,213,BRV,BRV17,W,1410,15,15,-0.87,2.16,-1.72,2.13,-0.5,2.17,11,9.745298373,89.75484,100.49,-0.975923636,0.893171858,3.76
SS,214,BRV,BRV17,W,1410,15,15,-1.27,2.82,-3.09,2.22,-0.49,3.07,14,11.19475588,108.4720121,112.56,-0.291999135,0.9636817,3.76
SS,215,BRV,BRV17,W,1410,15,15,-1.15,2.45,-2.46,1.58,-0.59,2.82,18,10.49113924,99.26758504,124.03,-1.37568972,0.800351407,3.76
SS,216,BRV,BRV17,W,1410,15,15,-0.7,2.61,-1.43,2.01,-0.39,2.86,13,11.21075949,108.6838899,108.93,-0.018931545,0.997740658,3.76
SS,217,BRV,BRV17,W,1410,15,15,-0.74,3.58,-0.95,3.21,-0.65,3.74,22,11.1960217,108.4887668,131.79,-1.059146965,0.823194224,3.76
SS,218,BRV,BRV17,W,1410,15,15,-1.02,2.08,-1.45,2.29,-0.84,1.99,7,8.750059524,77.47306738,77.77,-0.042418946,0.996181913,3.76
SS,219,BRV,BRV17,W,1410,15,15,-1.39,2.85,-1.9,2.51,-1.17,2.99,10,11.25489668,109.2688119,95.61,1.365881193,1.142859658,3.76
SS,220,BRV,BRV17,W,1410,15,15,-1.12,2.69,-2.88,2.37,-0.36,2.83,15,11.49457505,112.4597319,115.87,-0.227351205,0.970568153,3.76
SS,221,BRV,BRV17,W,1410,15,15,-0.46,2.72,-1.27,2.33,-0.11,2.88,15,11.96301989,118.7665885,115.87,0.193105902,1.024998606,3.76
SS,222,BRV,BRV17,W,1410,15,15,-1.27,1.94,-1.91,1.97,-0.99,1.93,10,8.562665066,75.21553517,95.61,-2.039446483,0.786691091,3.76
SS,223,BRV,BRV17,W,1410,15,15,-2.08,2.99,-3.35,2.52,-1.53,3.19,10,9.25596745,83.65577357,95.61,-1.195422643,0.874968869,3.76
SS,224,BRV,BRV17,W,1410,15,15,-1.13,2.53,-2.35,2.03,-0.61,2.75,12,10.4022604,98.12059708,104.92,-0.56661691,0.935194406,3.76
SS,225,BRV,BRV17,W,1410,15,15,-0.18,2.77,0.29,2.8,-0.38,2.76,10,9.989873418,92.84588389,95.61,-0.276411611,0.971089676,3.76
SS,226,BRV,BRV17,W,1410,15,15,-0.93,2.2,-2.29,1.93,-0.35,2.31,15,9.944303797,92.26783345,115.87,-1.57347777,0.796304768,3.76
SS,227,BRV,BRV17,W,1410,15,15,-0.49,2.59,-0.87,2.65,-0.33,2.56,10,9.815822785,90.64327734,95.61,-0.496672266,0.948052268,3.76
SS,228,BRV,BRV17,W,1410,15,15,-0.45,2.48,-1.16,2.22,-0.14,2.59,12,7.655102041,64.54175337,104.92,-3.364853886,0.615152053,3.76
SS,229,BRV,BRV17,W,1410,15,15,-0.7,2.18,-1.35,2.17,-0.42,2.18,9,7.75,65.63716894,90.24,-2.733647896,0.727362244,3.76
SS,230,BRV,BRV17,W,1410,15,15,-1.07,2.53,-2.97,2.13,-0.25,2.7, ,0, , , , ,3.76
SS,231,BRV,BRV17,W,1410,15,15,-0.48,2.54,-1.23,2.17,-0.16,2.7,13,11.04005425,106.4295889,108.93,-0.192339317,0.977045707,3.76
SS,232,BRV,BRV17,W,1410,15,15,-0.22,2.39,-1.14,2.35,0.17,2.41,9,10.56555154,100.2306215,90.24,1.110069053,1.110711674,3.76
SS,233,BRV,BRV17,W,1410,15,15,-0.63,2.73,-0.97,2.34,-0.48,2.89,15,12.08381555,120.407766,115.87,0.302517733,1.039162562,3.76
SS,234,BRV,BRV17,W,1410,15,15,-1.65,1.6,-2.57,1.75,-1.26,1.54,4,6.076590636,47.08073649,53.84,-1.689815878,0.874456473,3.76
SS,235,BRV,BRV17,W,1410,15,15,-1.23,2.55,-1.76,2.14,-1,2.72,10,9.845660036,91.01985952,95.61,-0.459014048,0.951991,3.76
SS,236,BRV,BRV17,W,1410,15,15,-0.65,2.43,-0.58,1.91,-0.68,2.65,11,11.98625678,119.081825,100.49,1.690165908,1.185011693,3.76
SS,237,BRV,BRV17,W,1410,15,15,-0.16,2.53,-1.38,1.9,0.37,2.8,7,7.920228091,67.61443107,77.77,-1.450795561,0.869415341,3.76
SS,238,BRV,BRV17,W,1410,15,15,-1.07,2.95,-1.87,2.1,-0.72,3.32,11,12.02206148,119.5679969,100.49,1.734363354,1.189849705,3.76
SS,239,BRV,BRV17,W,1410,15,15,-0.7,2.25,-1.17,1.82,-0.5,2.43,7,7.568035714,63.54110006,77.77,-2.032699991,0.817038705,3.76
SS,240,BRV,BRV17,W,1400,14,13.5,-0.59,2.55,-1.06,2.05,-0.39,2.76,11,11.08381555,107.0062847,100.49,0.592389514,1.064845106,3.69
SS,241,BRV,BRV17,W,1400,14,13.5,-1.87,2.88,-3.11,2.36,-1.34,3.1,10,10.95596745,105.3238236,95.61,0.971382356,1.101598406,3.69
SS,242,BRV,BRV17,W,1400,14,13.5,-1.47,2.95,-1.87,2.33,-1.3,3.21,14,11.07992767,106.9550155,112.56,-0.400356036,0.950204473,3.69
SS,243,BRV,BRV17,W,1400,14,13.5,-1.21,2.93,-0.85,2.61,-1.37,3.06, ,0, , , , ,3.69
SS,244,BRV,BRV17,W,1400,14,13.5,-0.87,2.82,-1.32,2.23,-0.67,3.07,10,10.56166365,100.1802432,95.61,0.457024323,1.047800891,3.69
SS,245,BRV,BRV17,W,1400,14,13.5,0.08,2.45,0.38,2.04,-0.05,2.62,12,10.8358047,103.7490364,104.92,-0.097580296,0.988839463,3.69
SS,246,BRV,BRV17,W,1400,14,13.5,-1.02,1.61,-1.29,1.74,-0.9,1.56,9,7.431428571,61.97955984,90.24,-3.140048907,0.686830229,3.69
SS,247,STE,STE17,NW,1550,16,16,-1.6,2.52,-2.94,2.09,-1.02,2.71,11,11.38707052,111.0254447,100.49,0.9577677,1.104840727,3.86
SS,248,STE,STE17,NW,1550,16,16,-1.26,2.7,-1.48,2.24,-1.17,2.89,11,11.47124774,112.1480885,100.49,1.059826224,1.116012424,3.86
SS,249,STE,STE17,NW,1550,16,16,-1.52,2,-2.63,1.57,-1.05,2.18,6,5.819687875,44.38300423,70.56,-4.362832629,0.629010831,3.86
SS,250,STE,STE17,NW,1550,16,16,-1.08,2.1,-2.9,1.75,-0.3,2.25,7,8.072142857,69.39217013,77.77,-1.196832839,0.892274272,3.86
SS,251,STE,STE17,NW,1550,16,16,-0.54,3.18,-1.91,2.91,0.05,3.3,12,9.825406872,90.76419449,104.92,-1.179650459,0.865080008,3.86
SS,252,STE,STE17,NW,1550,16,16,-1.19,2.62,-2.21,1.87,-0.75,2.94,14,11.43092224,111.609903,112.56,-0.067864071,0.991559195,3.86
SS,253,STE,STE17,NW,1550,16,16,-1.07,2.8,-0.78,2.27,-1.19,3.02,13,10.94267631,105.1493248,108.93,-0.290821169,0.965292617,3.86
SS,254,STE,STE17,NW,1550,16,16,-2.02,2.55,-3.53,2.23,-1.37,2.68,10,10.6119349,100.8321686,95.61,0.522216856,1.054619481,3.86
SS,255,STE,STE17,NW,1550,16,16,-1.67,2.59,-2.59,2.28,-1.28,2.72,10,10.75479204,102.6909261,95.61,0.708092614,1.074060518,3.86
SS,256,STE,STE17,NW,1550,16,16,-1.23,2.69,-2.43,2.14,-0.71,2.93,11,8.908465608,79.39524389,100.49,-1.917705101,0.790081042,3.86
SS,257,STE,STE17,NW,1550,16,16, , ,-1.69,1.52, , ,7,7.511464586,62.89317964,77.77,-2.125260051,0.808707466,3.86
SS,258,STE,STE17,NW,1550,16,16,-1.76,2.91,-3.01,2.1,-1.22,3.26,13,10.54141049,99.91791752,108.93,-0.693237114,0.917267213,3.86
SS,259,BRV,BRV19,W,1900,19,19, , ,-1.55,2.52, , ,4,5.976190476,46.02136418,53.84,-1.954658955,0.854780167,3.41
SS,260,BRV,BRV19,W,1900,19,19,-1.35,3.48,-2.39,2.58,-0.91,3.87,8,8.80952381,78.19315551,84.31,-0.764605562,0.927448173,3.41
SS,261,BRV,BRV19,W,1860,19,19, , ,-0.45,2.81, , ,3,7.162803235,58.93959156,44.18,4.919863852,1.334078578,3.69
SS,262,BRV,BRV19,W,1860,19,19,-1.06,3.26,-0.76,2.5,-1.19,3.59,9,11.86082659,117.382876,90.24,3.015875107,1.300785416,3.69
SS,263,BRV,BRV19,W,1860,19,19, , ,-2.45,2.08, , ,3,5.328389831,39.34538855,44.18,-1.611537148,0.890570135,3.69
SS,264,BRV,BRV19,W,1860,19,19,-0.8,2.56,-1.43,1.83,-0.53,2.87,4,7.412227603,61.76091234,53.84,1.980228086,1.147119471,3.69
SS,265,BRV,BRV19,W,1860,19,19,-1.46,2.85,-1.52,2.41,-1.44,3.04,6,9.702066487,89.21138377,70.56,3.108563962,1.26433367,3.69
SS,266,BRV,BRV19,W,1860,19,19, , ,-0.51,1.97, , ,4,6.869620253,55.66905188,53.84,0.45726297,1.033971989,3.69
SS,267,BRV,BRV19,W,1838,18,18,-0.65,2.89,-1.44,2.14,-0.31,3.21,9,10.2344115,95.96427846,90.24,0.63603094,1.063433937,3.74
SS,268,BRV,BRV19,W,1838,18,18,-1.44,2.92,-2.25,2.3,-1.09,3.18,5,8.405569007,73.3368747,62.6,2.14737494,1.17151557,3.74
SS,269,BRV,BRV19,W,1785,18,18,-0.98,3.05,-2.02,2.35,-0.54,3.35,5,8.673728814,76.55135673,62.6,2.790271347,1.222865124,3.56
SS,270,BRV,BRV19,W,1785,18,18,-0.91,2.91,-1.55,2.3,-0.63,3.17,5,8.958580413,80.00598148,62.6,3.481196296,1.278050822,3.56
SS,271,BRV,BRV19,W,1770,18,18,-0.59,3.21,-2.09,2.65,0.06,3.45,6,8.069138035,69.35688745,70.56,-0.200518758,0.982949085,3.49
SS,272,BRV,BRV19,W,1770,18,18,-0.77,2.41,-1.74,2.13,-0.36,2.53,7,9.363971249,84.99202425,77.77,1.03171775,1.092863884,3.49
SS,273,BRV,BRV19,W,1770,18,18,-1.36,2.91,-2.23,2.76,-0.98,2.97,11,11.06477987,106.7553258,100.49,0.569575076,1.062347754,3.49
SS,274,BRV,BRV19,W,1770,18,18,-0.85,3.07,-2.95,3.07,0.05,3.07,7,9.651123091,88.57212507,77.77,1.543160724,1.138898355,3.49
SS,275,BRV,BRV19,W,1770,18,18,-0.73,3.12,-2.31,2.7,-0.05,3.3,7,9.41868823,85.67115675,77.77,1.128736679,1.101596461,3.49
SS,276,BRV,BRV19,W,1770,18,18,-0.77,2.73,-2.45,2.44,-0.05,2.85,6,8.855884996,78.75580655,70.56,1.365967758,1.116153721,3.49
SS,277,BRV,BRV19,W,1770,18,18,-1.59,3.45,-3.31,3.41,-0.85,3.46,11,10.67304582,101.6261877,100.49,0.103289786,1.011306475,3.49
SS,278,BRV,BRV19,W,1770,18,18,-0.85,2.62,-1.35,2.28,-0.63,2.76,7,10.65902965,101.443927,77.77,3.381989568,1.304409502,3.49
SS,279,BRV,BRV19,W,1649,17,17,-1.25,2.96,-3.44,1.84,-0.31,3.44,10,9.580413297,87.68687515,95.61,-0.792312485,0.917130793,3.6
SS,280,BRV,BRV19,W,1649,17,17,-1.98,2.96,-3.72,2.62,-1.23,3.1,8,9.623450135,88.22539031,84.31,0.489423789,1.046440402,3.6
SS,281,BRV,BRV19,W,1649,17,17, , ,-0.72,2.22, , ,4,7.303874092,60.53095041,53.84,1.672737602,1.12427471,3.6
SS,282,BRV,BRV19,W,1649,17,17,-0.38,2.74,-1.56,2.6,0.12,2.8,10,10.71922731,102.2273328,95.61,0.661733281,1.069211723,3.6
SS,283,BRV,BRV19,W,1649,17,17,-0.93,2.5,-2.81,1.86,-0.13,2.77,5,8.666787221,76.46768221,62.6,2.773536442,1.22152847,3.6
SS,284,BRV,BRV19,W,1649,17,17,-0.33,3.14,-1.29,3,0.08,3.2,7,11.00314465,105.9438362,77.77,4.024833747,1.362271264,3.6
SS,285,BRV,BRV19,W,1649,17,17, , ,-2.51,2.67, , ,4,6.359011453,50.09494666,53.84,-0.936263334,0.93044106,3.6
SS,286,BRV,BRV19,W,1649,17,17,-0.37,3.01,-1.34,2.48,0.05,3.23,9,10.43135669,98.49569355,90.24,0.917299284,1.091485966,3.6
SS,287,BRV,BRV19,W,1649,17,17,-0.92,2.51,-3.09,2.45,0.01,2.54,11,12.15498652,121.3775416,100.49,1.898867421,1.207856917,3.6
SS,288,BRV,BRV19,W,1649,17,17,-1.18,3.27,-3.66,3.07,-0.11,3.36,10,10.52848158,99.75055445,95.61,0.414055445,1.043306709,3.6
SS,289,BRV,BRV19,W,1649,17,17,-0.03,2.76,-0.53,2.55,0.18,2.85, ,10.03414196,93.40835509, , , ,3.6
SS,290,BRV,BRV19,W,1649,17,17,-0.1,2.73,-1.52,2.41,0.51,2.87,3,6.93628692,56.4083329,44.18,4.076110967,1.276784357,3.6
SS,291,BRV,BRV19,W,1649,17,17,-0.84,2.53,-2.14,2.17,-0.28,2.69,8,10.50754717,99.47972062,84.31,1.896215078,1.179927893,3.6
