Source,Historical_or_modern,CAMHID,Year,Century,Century_recoded,Length_cm,Age_yr,Predicted_length_cm,G_index,Region
Archaeo,950-1900,     1,1050,11,11,53.9096705391853,7,77.77,.693193654869298,NW
Archaeo,950-1900,     2,1050,11,11,60.8269085443274,6,70.56,.862059361455887,NW
Archaeo,950-1900,     3,1050,11,11,60.2608397388568,6,70.56,.854036844371553,NW
Archaeo,950-1900,     5,1050,11,11,61.5080583952103,12,104.92,.586237689622668,NW
Archaeo,950-1900,     6,1050,11,11,78.5629005316914,9,90.24,.870599518303318,NW
Archaeo,950-1900,     7,1050,11,11,59.1329718607905,12,104.92,.563600570537462,NW
Archaeo,950-1900,     8,1050,11,11,52.597026364972,7,77.77,.676315113346689,NW
Archaeo,950-1900,     9,1050,11,11,98.9944580306229,16,118.86,.832866044343117,NW
Archaeo,950-1900,    10,1050,11,11,59.9218802203741,6,70.56,.849232996320495,NW
Archaeo,950-1900,    11,1050,11,11,87.3068502877817,10,95.61,.913156053632273,NW
Archaeo,950-1900,    12,1050,11,11,48.0721171349258,7,77.77,.61813189063811,NW
Archaeo,950-1900,    13,1050,11,11,104.589554072969,15,115.87,.902645672503397,NW
Archaeo,950-1900,    14,1050,11,11,72.6754016562997,10,95.61,.760123435376003,NW
Archaeo,950-1900,    15,1050,11,11,60.3739400042805,7,77.77,.776314002883895,NW
Archaeo,950-1900,    16,1470,15,15,98.220335141632,14,112.56,.872604256766454,W
Archaeo,950-1900,    17,1470,15,15,90.443744520879,16,118.86,.76092667441426,W
Archaeo,950-1900,    18,1470,15,15,89.1854286852399,15,115.87,.769702500088374,W
Archaeo,950-1900,    19,1470,15,15,69.719497926507,9,90.24,.772600819221044,W
Archaeo,950-1900,    20,1470,15,15,98.0914730982965,13,108.93,.900500074344042,W
Archaeo,950-1900,    21,1470,15,15,108.938768685053,16,118.86,.916530108405288,W
Archaeo,950-1900,    22,1470,15,15,90.443744520879,23,133.3,.678497708333676,W
Archaeo,950-1900,    23,1470,15,15,91.7067686342364,11,100.49,.912595966108433,W
Archaeo,950-1900,    24,1470,15,15,76.6269712034437,9,90.24,.849146400747381,W
Archaeo,950-1900,    25,1470,15,15,72.0815952208386,8,84.31,.854959022901656,W
Archaeo,950-1900,    26,1470,15,15,103.803910521668,15,115.87,.895865284557419,W
Archaeo,950-1900,    27,1470,15,15,108.276751784994,9,90.24,1.19987535222733,W
Archaeo,950-1900,    28,1470,15,15,100.677292383697,8,84.31,1.19413227830266,W
Archaeo,950-1900,    29,1470,15,15,88.3074254535644,13,108.93,.810680487042729,W
Archaeo,950-1900,    30,1470,15,15,89.6881880718323,8,84.31,1.06379063067053,W
Archaeo,950-1900,    31,1470,15,15,103.281031129226,14,112.56,.917564242441596,W
Archaeo,950-1900,    32,1470,15,15,96.8053510291472,13,108.93,.888693206914047,W
Archaeo,950-1900,    33,1470,15,15,100.547574049635,20,128.29,.783752233608505,W
Archaeo,950-1900,    34,1470,15,15,102.107144808858,13,108.93,.937364773789204,W
Archaeo,950-1900,    35,1470,15,15,89.1854286852399,10,95.61,.932804400012968,W
Archaeo,950-1900,    36,1470,15,15,85.4390406362521,15,115.87,.737369816486167,W
Archaeo,950-1900,    37,1470,15,15,104.327496569097,18,124.03,.841147275409961,W
Archaeo,950-1900,    38,1470,15,15,95.1402168269773,12,104.92,.906788189353577,W
Archaeo,950-1900,    39,1470,15,15,87.556707551974,9,90.24,.970264932978435,W
Archaeo,950-1900,    40,1470,15,15,81.6134956103081,8,84.31,.968016790538585,W
Archaeo,950-1900,    41,1470,15,15,94.5018466823972,9,90.24,1.04722791093082,W
Archaeo,950-1900,    42,1470,15,15,110.532008566269,13,108.93,1.01470677101137,W
Archaeo,950-1900,    43,1470,15,15,90.1917037159974,12,104.92,.859623558101385,W
Archaeo,950-1900,    44,1470,15,15,60.9402923030512,9,90.24,.675313522861826,W
Archaeo,950-1900,    45,1470,15,15,100.936863416878,16,118.86,.849208004516897,W
Archaeo,950-1900,    46,1470,15,15,96.9337584068792,12,104.92,.923882562017529,W
Archaeo,950-1900,    47,1470,15,15,85.9360641788781,13,108.93,.788910898548408,W
Archaeo,950-1900,    48,1470,15,15,86.5584281567639,12,104.92,.824994549721349,W
Archaeo,950-1900,    49,1470,15,15,70.5438315406389,7,77.77,.907082828091024,W
Archaeo,950-1900,    50,1470,15,15,90.443744520879,15,115.87,.780562220772236,W
Archaeo,950-1900,    51,1470,15,15,90.5698355620992,12,104.92,.863227559684514,W
Archaeo,950-1900,    52,1470,15,15,92.4668304879529,14,112.56,.82148925451273,W
Archaeo,950-1900,    53,1470,15,15,74.5843130794306,7,77.77,.959037071871295,W
Archaeo,950-1900,    54,1470,15,15,79.5356997348155,8,84.31,.943372076086057,W
Archaeo,950-1900,    55,1470,15,15,95.6517409182061,11,100.49,.951853327875471,W
Archaeo,950-1900,    56,1470,15,15,97.1907099106115,10,95.61,1.01653289311381,W
Archaeo,950-1900,    57,1470,15,15,99.382129358641,12,104.92,.947218160109045,W
Archaeo,950-1900,    58,1470,15,15,88.1821866009478,24,134.67,.654802009363242,W
Archaeo,950-1900,    59,1470,15,15,82.2273356804358,9,90.24,.911207177309794,W
Archaeo,950-1900,    60,1470,15,15,77.9565334007906,8,84.31,.92464160124292,W
Archaeo,950-1900,    61,1470,15,15,80.0232999107572,8,84.31,.949155496509989,W
Archaeo,950-1900,    62,1470,15,15, ,10,95.61, ,W
Archaeo,950-1900,    63,1470,15,15,91.0746699426408,13,108.93,.836084365580104,W
Archaeo,950-1900,    64,1470,15,15,102.889336324371,12,104.92,.980645599736666,W
Archaeo,950-1900,    65,1470,15,15,81.6134956103081,11,100.49,.812155394669202,W
Archaeo,950-1900,    66,1250,13,13.5,53.9096705391853,12,104.92,.513816913259486,NW
Archaeo,950-1900,    67,1250,13,13.5, ,11,100.49, ,NW
Archaeo,950-1900,    69,1250,13,13.5,74.8238570691807,12,104.92,.713151516099702,NW
Archaeo,950-1900,    70,1250,13,13.5,58.3468735395505,12,104.92,.556108211394877,NW
Archaeo,950-1900,    71,1250,13,13.5,76.9889709678087,10,95.61,.805239734000718,NW
Archaeo,950-1900,    72,1250,13,13.5,93.9919807875646,16,118.86,.790778906171669,NW
Archaeo,950-1900,    73,1250,13,13.5,75.6638785473096,9,90.24,.838473831419654,NW
Archaeo,950-1900,    74,1250,13,13.5,70.3080428433342,12,104.92,.670110968769864,NW
Archaeo,950-1900,    75,1250,13,13.5,89.1854286852399,11,100.49,.887505509854114,NW
Archaeo,950-1900,    76,1250,13,13.5,53.9096705391853,14,112.56,.478941635920267,NW
Archaeo,950-1900,    77,1250,13,13.5,65.5215054577961,14,112.56,.582102926952702,NW
Archaeo,950-1900,    78,1250,13,13.5,76.8682535934629,9,90.24,.851820186097772,NW
Archaeo,950-1900,    79,1460,15,15,51.6182599421874,15,115.87,.445484249091114,NW
Archaeo,950-1900,    80,1460,15,15,70.5438315406389,13,108.93,.647607009461479,NW
Archaeo,950-1900,    81,1460,15,15,74.1058432838087,11,100.49,.737444952570491,NW
Archaeo,950-1900,    82,1460,15,15,77.3514273648058,7,77.77,.994617813614579,NW
Archaeo,950-1900,    83,1460,15,15,101.976935170513,12,104.92,.971949439291965,NW
Archaeo,950-1900,    84,1460,15,15,77.3514273648058,13,108.93,.710102151517541,NW
Archaeo,950-1900,    85,1460,15,15, ,8,84.31, ,NW
Archaeo,950-1900,    86,1460,15,15,58.2348041876782,7,77.77,.74880807750647,NW
Archaeo,950-1900,    87,1460,15,15,57.5636027656666,9,90.24,.637894534194,NW
Archaeo,950-1900,    88,1460,15,15,70.1902278544474,13,108.93,.644360854259133,NW
Archaeo,950-1900,    89,1460,15,15,81.368305013715,14,112.56,.722888281927106,NW
Archaeo,950-1900,    90,1460,15,15,55.2309351230891,9,90.24,.61204493709097,NW
Archaeo,950-1900,    91,1460,15,15,75.3035617010844,14,112.56,.669008188531311,NW
Archaeo,950-1900,    92,1460,15,15,74.4646182999171,8,84.31,.883224033921445,NW
Archaeo,950-1900,    94,1460,15,15,53.6902952276549,6,70.56,.760916882478103,NW
Archaeo,950-1900,    95,1460,15,15,82.3502514620861,10,95.61,.861314208368226,NW
Archaeo,950-1900,    96,1460,15,15,71.8444385506871,11,100.49,.71494117375547,NW
Archaeo,950-1900,    97,1460,15,15,79.7794000119496,10,95.61,.834425269448276,NW
Archaeo,950-1900,    98,1460,15,15,59.3580882693604,9,90.24,.657780233481387,NW
Archaeo,950-1900,    99,1460,15,15,75.0636067114394,12,104.92,.7154365870324,NW
Archaeo,950-1900,   100,1460,15,15,53.580697507076,7,77.77,.688963578591694,NW
Archaeo,950-1900,   101,1460,15,15,72.2002520436819,8,84.31,.856366410196678,NW
Archaeo,950-1900,   102,1460,15,15,79.1705242305235,12,104.92,.754579910698852,NW
Archaeo,950-1900,   103,1460,15,15,78.0777060848457,10,95.61,.816626985512454,NW
Archaeo,950-1900,   104,1460,15,15,107.087851939396,14,112.56,.95138461211262,NW
Archaeo,950-1900,   105,1460,15,15, ,6,70.56, ,NW
Archaeo,950-1900,   106,1460,15,15,55.1205028586713,7,77.77,.708763055917079,NW
Archaeo,950-1900,   107,1460,15,15,74.4646182999171,12,104.92,.709727585778851,NW
Archaeo,950-1900,   108,1460,15,15,77.4723474656991,9,90.24,.858514488759964,NW
Archaeo,950-1900,   109,1460,15,15,78.3202026386077,11,100.49,.779383049443802,NW
Archaeo,950-1900,   110,1460,15,15,47.6469080641124,7,77.77,.612664370118457,NW
Archaeo,950-1900,   111,1460,15,15,83.7055632267909,11,100.49,.832974059376962,NW
Archaeo,950-1900,   112,1460,15,15, ,7,77.77, ,NW
Archaeo,950-1900,   113,1460,15,15,74.3449750484826,9,90.24,.823858322789036,NW
Archaeo,950-1900,   114,987,10,10.7,88.6834275319243,9,90.24,.98275074835909,NW
Archaeo,950-1900,   115,987,10,10.7,91.4537886065767,20,128.29,.712867632758412,NW
Archaeo,950-1900,   116,987,10,10.7,57.5636027656666,6,70.56,.815810696792326,NW
Archaeo,950-1900,   117,987,10,10.7,58.0108388038357,5,62.6,.926690715716225,NW
Archaeo,950-1900,   118,1770,18,18,85.5632240889677,9,90.24,.948174025808596,NW
Archaeo,950-1900,   119,1050,11,11,57.8989428752509,6,70.56,.820563249365801,NW
Archaeo,950-1900,   120,1050,11,11,75.9043455781321,9,90.24,.841138581317953,NW
Archaeo,950-1900,   121,1050,11,11,60.3739400042805,9,90.24,.669037455721194,NW
Archaeo,950-1900,   122,1050,11,11,56.7831773321211,4,53.84,1.05466525505426,NW
Archaeo,950-1900,   123,1050,11,11,91.9599357830692,21,130.12,.706731753635638,NW
Archaeo,950-1900,   125,925,10,10.2,73.9863548477337,11,100.49,.736255894593827,NW
Archaeo,950-1900,   126,925,10,10.2,53.1429075221418,8,84.31,.630327452522142,NW
Archaeo,950-1900,   127,925,10,10.2,48.9255615295208,10,95.61,.511720128956394,NW
Archaeo,950-1900,   128,925,10,10.2,90.9483908758224,9,90.24,1.00785007619484,NW
Archaeo,950-1900,   129,925,10,10.2,62.6478077377023,13,108.93,.575119872741231,NW
Archaeo,950-1900,   130,925,10,10.2,100.807055515036,10,95.61,1.05435681952762,NW
Archaeo,950-1900,   131,925,10,10.2,45.7460805496291,5,62.6,.730768059898228,NW
Archaeo,950-1900,   132,925,10,10.2,46.7995370462252,5,62.6,.747596438438102,NW
Archaeo,950-1900,   133,925,10,10.2,54.4591554222951,7,77.77,.700259167060501,NW
Archaeo,950-1900,   134,925,10,10.2,42.8309959930224,8,84.31,.508017981176876,NW
Archaeo,950-1900,   135,925,10,10.2,74.4646182999171,9,90.24,.825184156692343,NW
Archaeo,950-1900,   136,925,10,10.2,54.899816130041,6,70.56,.77805861862303,NW
Archaeo,950-1900,   137,925,10,10.2,43.1408569829173,5,62.6,.689151070014654,NW
Archaeo,950-1900,   138,925,10,10.2,50.968495007403,4,53.84,.946665954818035,NW
Archaeo,950-1900,   140,925,10,10.2,112.3,17,121.57,.92,NW
Archaeo,950-1900,   144,925,10,10.2,115.752488257452,10,95.61,1.21067344689313,NW
Archaeo,950-1900,   145,925,10,10.2,89.4367137231695,9,90.24,.991098334698244,NW
Archaeo,950-1900,   146,925,10,10.2,67.611771212227,6,70.56,.958216712191426,NW
Archaeo,950-1900,   147,925,10,10.2,73.6281997891074,9,90.24,.815915334542414,NW
Archaeo,950-1900,   148,925,10,10.2,84.447316106508,9,90.24,.93580802422992,NW
Archaeo,950-1900,   149,925,10,10.2,88.8088566273361,11,100.49,.883758151331835,NW
Archaeo,950-1900,   150,925,10,10.2,83.3353452048376,12,104.92,.794275116325177,NW
Archaeo,950-1900,   152,950,10,10.5,66.3322955998656,14,112.56,.58930610874081,NW
Archaeo,950-1900,   153,950,10,10.5,58.5711853056237,12,104.92,.558246142829048,NW
Archaeo,950-1900,   154,950,10,10.5,85.3149055264125,12,104.92,.813142446877741,NW
Archaeo,950-1900,   155,950,10,10.5,50.860415545418,7,77.77,.653985026943783,NW
Archaeo,950-1900,   156,950,10,10.5,74.5843130794306,12,104.92,.710868405255724,NW
Archaeo,950-1900,   157,950,10,10.5,78.6843248901497,14,112.56,.699043398100122,NW
Archaeo,950-1900,   158,1850,19,19,88.3074254535644,11,100.49,.878768289915061,W
Archaeo,950-1900,   159,1850,19,19,92.4668304879529,16,118.86,.777947421234671,W
Archaeo,950-1900,   160,1850,19,19,92.4668304879529,11,100.49,.920159523215772,W
Archaeo,950-1900,   161,1850,19,19,80.1453246299307,9,90.24,.888135246342317,W
Archaeo,950-1900,   162,1850,19,19,101.976935170513,10,95.61,1.06659277450594,W
Archaeo,950-1900,   163,1850,19,19, ,9,90.24, ,W
Archaeo,950-1900,   164,950,10,10.5,95.6517409182061,12,104.92,.911663561934865,NW
Archaeo,950-1900,   165,950,10,10.5,87.556707551974,15,115.87,.755646047742936,NW
Archaeo,950-1900,   166,950,10,10.5,84.3235689192981,9,90.24,.934436712314917,NW
Archaeo,950-1900,   167,950,10,10.5,77.9565334007906,9,90.24,.863880024388194,NW
Archaeo,950-1900,   168,950,10,10.5,87.6817078948769,16,118.86,.737688944092856,NW
Archaeo,950-1900,   169,950,10,10.5,93.7373252175475,12,104.92,.893417129408574,NW
Archaeo,950-1900,   170,950,10,10.5, ,9,90.24, ,NW
Archaeo,950-1900,   171,950,10,10.5, ,13,108.93, ,NW
Archaeo,950-1900,   172,950,10,10.5, ,7,77.77, ,NW
Archaeo,950-1900,   173,950,10,10.5,64.713394686881,11,100.49,.643978452451797,NW
Archaeo,950-1900,   174,950,10,10.5,66.2,11,100.49,.66,NW
Archaeo,950-1900,   175,950,10,10.5, ,9,90.24, ,NW
Archaeo,950-1900,   176,1475,15,15,64.3678855424626,9,90.24,.713296603972325,NW
Archaeo,950-1900,   177,1475,15,15,41.0865001929231,6,70.56,.582291669400838,NW
Archaeo,950-1900,   178,1470,15,15,67.8451053969867,8,84.31,.804710062827501,W
Archaeo,950-1900,   179,1470,15,15,82.4732164198914,10,95.61,.86260031816642,W
Archaeo,950-1900,   180,1470,15,15,60.8269085443274,9,90.24,.674057053904337,W
Archaeo,950-1900,   181,1470,15,15,75.7840865078578,10,95.61,.792637658276935,W
Archaeo,950-1900,   182,1425,15,15,87.0571844639563,10,95.61,.91054475958536,NW
Archaeo,950-1900,   183,1425,15,15,60.0348097972858,7,77.77,.771953321297233,NW
Archaeo,950-1900,   184,1425,15,15,95.2680289378298,12,104.92,.908006375694146,NW
Archaeo,950-1900,   185,1594,16,16,122.231622823898,9,90.24,1.35451709689603,W
Archaeo,950-1900,   186,1850,19,19,104.554002496674,11,100.49,1.04044185985346,W
Archaeo,950-1900,   187,1850,19,19,59.2247412021166,5,62.6,.946082127829338,W
Archaeo,950-1900,   188,1850,19,19,84.7717955164281,8,84.31,1.00547735163596,W
Archaeo,950-1900,   189,1649,17,17,62.2417610074932,5,62.6,.994277332388071,W
Archaeo,950-1900,   190,1637,17,17,64.1334555386601,4,53.84,1.19118602412073,W
Archaeo,950-1900,   191,1890,19,19,60.6078877856266,4,53.84,1.12570371072858,W
Archaeo,950-1900,   192,1890,19,19,65.8736854842801,4,53.84,1.22350827422511,W
Archaeo,950-1900,   193,1890,19,19,59.8585992367166,4,53.84,1.11178676145462,W
Archaeo,950-1900,   194,1890,19,19,72.0215357634365,5,62.6,1.15050376618908,W
Archaeo,950-1900,   195,1890,19,19,75.3348186729973,12,104.92,.718021527573364,W
Archaeo,950-1900,   196,1649,17,17,74.1553391517578,7,77.77,.95352114120815,W
Archaeo,950-1900,   197,1649,17,17,56.9007335728624,4,53.84,1.05684869191795,W
Archaeo,950-1900,   198,1649,17,17,96.7136594026921,14,112.56,.85921872248305,W
Archaeo,950-1900,   199,1649,17,17,63.0247593698215,5,62.6,1.00678529344763,W
Archaeo,950-1900,   200,1649,17,17,67.2891300467031,6,70.56,.953644133314953,W
Archaeo,950-1900,   201,1649,17,17,65.7721438242417,5,62.6,1.05067322402942,W
Archaeo,950-1900,   202,1529,16,16,100.040859751661,16,118.86,.841669693350672,W
Archaeo,950-1900,   203,1529,16,16,99.5633686283998,18,124.03,.80273618179795,W
Archaeo,950-1900,   204,1529,16,16,74.2980405163412,7,77.77,.95535605653004,W
Archaeo,950-1900,   205,1529,16,16,98.7700795632647,10,95.61,1.03305176825923,W
Archaeo,950-1900,   206,1529,16,16,100.420479503291,12,104.92,.95711474936419,W
Archaeo,950-1900,   207,1529,16,16,95.137674918657,9,90.24,1.054273879861,W
Archaeo,950-1900,   208,1529,16,16,94.1557856434022,12,104.92,.897405505560448,W
Archaeo,950-1900,   209,1529,16,16,104.551632506735,10,95.61,1.09352193815224,W
Archaeo,950-1900,   210,1529,16,16,61.932592874033,7,77.77,.796355829677677,W
Archaeo,950-1900,   211,1529,16,16, , , , ,W
Archaeo,950-1900,   212,1410,15,15,106.816740860871,13,108.93,.980599842659244,W
Archaeo,950-1900,   213,1410,15,15,89.7548399985284,11,100.49,.893171857881663,W
Archaeo,950-1900,   214,1410,15,15,108.472012104709,14,112.56,.963681699579859,W
Archaeo,950-1900,   215,1410,15,15,99.267585037869,18,124.03,.800351407223003,W
Archaeo,950-1900,   216,1410,15,15,108.683889914155,13,108.93,.997740658350824,W
Archaeo,950-1900,   217,1410,15,15,108.488766766403,22,131.79,.823194223889548,W
Archaeo,950-1900,   218,1410,15,15,77.4730673797016,7,77.77,.996181913073185,W
Archaeo,950-1900,   219,1410,15,15,109.268811927387,10,95.61,1.14285965827201,W
Archaeo,950-1900,   220,1410,15,15,112.45973192031,15,115.87,.970568153277898,W
Archaeo,950-1900,   221,1410,15,15,118.766588532356,15,115.87,1.02499860647584,W
Archaeo,950-1900,   222,1410,15,15,75.2155351747375,10,95.61,.78669109062585,W
Archaeo,950-1900,   223,1410,15,15,83.6557735677081,10,95.61,.874968869027383,W
Archaeo,950-1900,   224,1410,15,15,98.1205970814401,12,104.92,.935194406037363,W
Archaeo,950-1900,   225,1410,15,15,92.8458838936106,10,95.61,.971089675699305,W
Archaeo,950-1900,   226,1410,15,15,92.267833447054,15,115.87,.796304767817848,W
Archaeo,950-1900,   227,1410,15,15,90.6432773390977,10,95.61,.948052267954165,W
Archaeo,950-1900,   228,1410,15,15,64.5417533709383,12,104.92,.615152052715768,W
Archaeo,950-1900,   229,1410,15,15,65.6371689359551,9,90.24,.727362244414397,W
Archaeo,950-1900,   230,1410,15,15, , , , ,W
Archaeo,950-1900,   231,1410,15,15,106.429588884969,13,108.93,.977045707196997,W
Archaeo,950-1900,   232,1410,15,15,100.230621472883,9,90.24,1.11071167412326,W
Archaeo,950-1900,   233,1410,15,15,120.407766002261,15,115.87,1.03916256151084,W
Archaeo,950-1900,   234,1410,15,15,47.0807364884817,4,53.84,.874456472668679,W
Archaeo,950-1900,   235,1410,15,15,91.019859518463,10,95.61,.951991000088516,W
Archaeo,950-1900,   236,1410,15,15,119.081824987709,11,100.49,1.18501169258343,W
Archaeo,950-1900,   237,1410,15,15,67.6144310718651,7,77.77,.869415341029512,W
Archaeo,950-1900,   238,1410,15,15,119.567996888529,11,100.49,1.18984970532918,W
Archaeo,950-1900,   239,1410,15,15,63.5411000596404,7,77.77,.817038704637269,W
Archaeo,950-1900,   240,1400,14,13.5,107.006284654347,11,100.49,1.06484510552639,W
Archaeo,950-1900,   241,1400,14,13.5,105.32382355942,10,95.61,1.10159840560004,W
Archaeo,950-1900,   242,1400,14,13.5,106.955015501376,14,112.56,.950204473182091,W
Archaeo,950-1900,   243,1400,14,13.5, , , , ,W
Archaeo,950-1900,   244,1400,14,13.5,100.180243228391,10,95.61,1.04780089141712,W
Archaeo,950-1900,   245,1400,14,13.5,103.749036445342,12,104.92,.988839462879737,W
Archaeo,950-1900,   246,1400,14,13.5,61.9795598387207,9,90.24,.686830228709228,W
Archaeo,950-1900,   247,1550,16,16,111.025444702568,11,100.49,1.10484072746112,NW
Archaeo,950-1900,   248,1550,16,16,112.148088463377,11,100.49,1.11601242375736,NW
Archaeo,950-1900,   249,1550,16,16,44.3830042279407,6,70.56,.629010830894851,NW
Archaeo,950-1900,   250,1550,16,16,69.3921701292953,7,77.77,.892274271946706,NW
Archaeo,950-1900,   251,1550,16,16,90.7641944898196,12,104.92,.865080008480934,NW
Archaeo,950-1900,   252,1550,16,16,111.609902999255,14,112.56,.991559195089332,NW
Archaeo,950-1900,   253,1550,16,16,105.149324801608,13,108.93,.965292617291911,NW
Archaeo,950-1900,   254,1550,16,16,100.83216856058,10,95.61,1.05461948081352,NW
Archaeo,950-1900,   255,1550,16,16,102.690926143442,10,95.61,1.07406051818263,NW
Archaeo,950-1900,   256,1550,16,16,79.3952438853605,11,100.49,.790081041749035,NW
Archaeo,950-1900,   257,1550,16,16,62.8931796427319,7,77.77,.808707466153168,NW
Archaeo,950-1900,   258,1550,16,16,99.917917524272,13,108.93,.917267213111833,NW
Archaeo,950-1900,   259,1900,19,19,46.0213641800947,4,53.84,.854780166792249,W
Archaeo,950-1900,   260,1900,19,19,78.1931555055647,8,84.31,.927448173473665,W
Archaeo,950-1900,   261,1860,19,19,58.9395915562355,3,44.18,1.33407857755173,W
Archaeo,950-1900,   262,1860,19,19,117.382875964992,9,90.24,1.30078541627872,W
Archaeo,950-1900,   263,1860,19,19,39.3453885548043,3,44.18,.890570134785067,W
Archaeo,950-1900,   264,1860,19,19,61.7609123427626,4,53.84,1.14711947144804,W
Archaeo,950-1900,   265,1860,19,19,89.2113837711895,6,70.56,1.26433367022661,W
Archaeo,950-1900,   266,1860,19,19,55.6690518792201,4,53.84,1.03397198884138,W
Archaeo,950-1900,   267,1838,18,18,95.9642784620837,9,90.24,1.0634339368582,W
Archaeo,950-1900,   268,1838,18,18,73.3368746987547,5,62.6,1.17151557026765,W
Archaeo,950-1900,   269,1785,18,18,76.5513567332594,5,62.6,1.22286512353449,W
Archaeo,950-1900,   270,1785,18,18,80.0059814824457,5,62.6,1.27805082240329,W
Archaeo,950-1900,   271,1770,18,18,69.3568874531501,6,70.56,.982949085220381,W
Archaeo,950-1900,   272,1770,18,18,84.9920242491183,7,77.77,1.09286388387705,W
Archaeo,950-1900,   273,1770,18,18,106.755325834318,11,100.49,1.06234775434688,W
Archaeo,950-1900,   274,1770,18,18,88.5721250702966,7,77.77,1.13889835502503,W
Archaeo,950-1900,   275,1770,18,18,85.6711567503189,7,77.77,1.1015964607216,W
Archaeo,950-1900,   276,1770,18,18,78.7558065495445,6,70.56,1.11615372094026,W
Archaeo,950-1900,   277,1770,18,18,101.626187651038,11,100.49,1.01130647478394,W
Archaeo,950-1900,   278,1770,18,18,101.44392697296,7,77.77,1.30440950203111,W
Archaeo,950-1900,   279,1649,17,17,87.6868751545489,10,95.61,.917130793374636,W
Archaeo,950-1900,   280,1649,17,17,88.2253903118361,8,84.31,1.04644040222792,W
Archaeo,950-1900,   281,1649,17,17,60.5309504075395,4,53.84,1.12427471039264,W
Archaeo,950-1900,   282,1649,17,17,102.227332805319,10,95.61,1.06921172267879,W
Archaeo,950-1900,   283,1649,17,17,76.4676822118333,5,62.6,1.22152846983759,W
Archaeo,950-1900,   284,1649,17,17,105.94383622781,7,77.77,1.36227126434114,W
Archaeo,950-1900,   285,1649,17,17,50.0949466623957,4,53.84,.930441059851332,W
Archaeo,950-1900,   286,1649,17,17,98.4956935526806,9,90.24,1.09148596578768,W
Archaeo,950-1900,   287,1649,17,17,121.377541632441,11,100.49,1.20785691742901,W
Archaeo,950-1900,   288,1649,17,17,99.7505544499595,10,95.61,1.04330670902583,W
Archaeo,950-1900,   289,1649,17,17,93.4083550938438, , , ,W
Archaeo,950-1900,   290,1649,17,17,56.4083328996984,3,44.18,1.27678435716837,W
Archaeo,950-1900,   291,1649,17,17,99.4797206203444,8,84.31,1.17992789254352,W
Archaeo,950-1900,   292,1900,19,19,92.1390625561192,8,84.31,1.09286042647514,W
Archaeo,950-1900,   293,1900,19,19,52.1519034397476,3,44.18,1.18044145404589,W
Archaeo,950-1900,   294,1900,19,19,61.381241164553,4,53.84,1.14006762935648,W
Archaeo,950-1900,   295,1900,19,19,66.6371350312021,4,53.84,1.23768824352158,W
Archaeo,950-1900,   296,1900,19,19,48.8647267503741,3,44.18,1.1060372736617,W
Archaeo,950-1900,   297,1900,19,19,55.0241643498501,4,53.84,1.02199413725576,W
Archaeo,950-1900,   298,1900,19,19,54.848635838188,4,53.84,1.01873394944629,W
Archaeo,950-1900,   299,1900,19,19,49.9931367773439,3,44.18,1.13157846938307,W
Archaeo,950-1900,   300,1880,19,19,68.77508295153,5,62.6,1.09864349762828,W
Archaeo,950-1900,   301,1880,19,19,62.7212688380102,4,53.84,1.16495670204328,W
Archaeo,950-1900,   302,1880,19,19,91.1976115966348,9,90.24,1.01061183063647,W
Archaeo,950-1900,   303,1880,19,19,90.209360811213,8,84.31,1.06997225490704,W
Archaeo,950-1900,   304,1880,19,19,90.0871383743672,5,62.6,1.43909166732216,W
Archaeo,950-1900,   305,1649,17,17,102.811842369707,9,90.24,1.13931562909693,W
Archaeo,950-1900,   306,1649,17,17,90.9867348110334,7,77.77,1.16994644221465,W
Archaeo,950-1900,   307,1649,17,17,103.593358277705,9,90.24,1.14797604474407,W
Archaeo,950-1900,   308,1649,17,17,58.7930076749491,5,62.6,.939185426117397,W
Archaeo,950-1900,   309,1550,16,16,118.018589565588,11,100.49,1.17443118285986,W
Archaeo,950-1900,   310,1550,16,16,91.1478720149191,10,95.61,.953329902885881,W
Archaeo,950-1900,   311,1550,16,16,73.4393434261183,9,90.24,.813822511370992,W
Archaeo,950-1900,   312,1550,16,16,68.224236985143,4,53.84,1.26716636302271,W
Archaeo,950-1900,   313,1550,16,16,57.5631988130145,4,53.84,1.06915302401587,W
Archaeo,950-1900,   314,1550,16,16,64.5248230165193,5,62.6,1.03074797150989,W
Archaeo,950-1900,   315,1450,15,15,90.9016579716367,8,84.31,1.07818358405452,W
Archaeo,950-1900,   316,1450,15,15,100.384819421897,8,84.31,1.19066325965955,W
Archaeo,950-1900,   317,1450,15,15,74.2423199696356,6,70.56,1.0521870743996,W
Archaeo,950-1900,   318,1450,15,15,63.5050368200907,5,62.6,1.01445745718995,W
Archaeo,950-1900,   319,1450,15,15,103.404287974753,14,112.56,.918659274829006,W
Archaeo,950-1900,   320,1450,15,15,93.8690915126212,18,124.03,.756825699529317,W
Archaeo,950-1900,   321,1450,15,15,103.511142427351,21,130.12,.795505244599993,W
Archaeo,950-1900,   322,1450,15,15,120.44584136749,13,108.93,1.10571781297614,W
Archaeo,950-1900,   323,1450,15,15,107.339533162586,12,104.92,1.02306074306697,W
Archaeo,950-1900,   324,1450,15,15,44.0595390789644,3,44.18,.997273406042653,W
Archaeo,950-1900,   325,1450,15,15,97.7964075994874,7,77.77,1.2575081342354,W
